id,canonical_institution_key,inst_global_rank,inst_prestige_tier,is_privileged,proxy_group
2006.16227,collegio carlo alberto,,unranked,False,Underrepresented
2006.16397,consejo nacional de investigaciones científicas y técnicas,,unranked,False,Underrepresented
2006.16661,lmu klinikum,,unranked,False,Underrepresented
2006.16750,all russia research institute of automatics,,unranked,False,Underrepresented
2006.16928,arizona state university,,unranked,False,Underrepresented
2006.16949,university of cambridge,6,top20,True,Privileged
2007.00260,rochester institute of technology,,unranked,False,Underrepresented
2007.00450,university of southern california,,unranked,False,Underrepresented
2007.00633,national institute of standards and technology,,unranked,False,Underrepresented
2007.00665,university of lisbon,,unranked,False,Underrepresented
2007.00889,ochanomizu university,,unranked,False,Underrepresented
2007.01022,robert bosch taiwan,,unranked,False,Underrepresented
2007.01173,jishou university,,unranked,False,Underrepresented
2007.01218,université sorbonne paris nord,,unranked,False,Underrepresented
2007.01248,,,no_institution,False,Underrepresented
2007.01343,university of toronto,29,top50,False,Underrepresented
2007.02028,sun yat sen university,,unranked,False,Underrepresented
2007.02074,tsinghua university,17,top20,True,Privileged
2007.02139,weizmann institute of science,,unranked,False,Underrepresented
2007.02518,nagoya university,,unranked,False,Underrepresented
2007.02618,university of hawaiʻi at mānoa,,unranked,False,Underrepresented
2007.02675,imperial college london,2,top20,True,Privileged
2007.02687,universität hamburg,,unranked,False,Underrepresented
2007.02722,nanjing university,,unranked,False,Underrepresented
2007.02866,aarhus university,,unranked,False,Underrepresented
2007.02943,leiden university,,unranked,False,Underrepresented
2007.02975,miami university,,unranked,False,Underrepresented
2007.03077,purdue university west lafayette,,unranked,False,Underrepresented
2007.03233,national yang ming chiao tung university,,unranked,False,Underrepresented
2007.03239,institut polytechnique de grenoble,,unranked,False,Underrepresented
2007.03389,jan kochanowski university,,unranked,False,Underrepresented
2007.03422,helmholtz zentrum dresden rossendorf,,unranked,False,Underrepresented
2007.03719,universidade federal de são carlos,,unranked,False,Underrepresented
2007.04039,shahid beheshti university,,unranked,False,Underrepresented
2007.04191,university of siegen,,unranked,False,Underrepresented
2007.04294,istituto nazionale di fisica nucleare,,unranked,False,Underrepresented
2007.04352,brigham young university,,unranked,False,Underrepresented
2007.04400,humboldt universität zu berlin,,unranked,False,Underrepresented
2007.04421,university of padua,,unranked,False,Underrepresented
2007.04711,technische universität dresden,,unranked,False,Underrepresented
2007.04809,university of minnesota,,unranked,False,Underrepresented
2007.04839,ioffe institute,,unranked,False,Underrepresented
2007.04861,university of amsterdam,,unranked,False,Underrepresented
2007.04877,swansea university,,unranked,False,Underrepresented
2007.05066,endo pharmaceuticals united states,,unranked,False,Underrepresented
2007.05190,zhejiang normal university,,unranked,False,Underrepresented
2007.05357,universidade federal de minas gerais,,unranked,False,Underrepresented
2007.05404,helmholtz zentrum berlin für materialien und energie,,unranked,False,Underrepresented
2007.05430,energetics united states,,unranked,False,Underrepresented
2007.05458,,,no_institution,False,Underrepresented
2007.05526,university of illinois urbana champaign,,unranked,False,Underrepresented
2007.05555,university of utah,,unranked,False,Underrepresented
2007.05797,georgia state university,,unranked,False,Underrepresented
2007.06114,scuola normale superiore,,unranked,False,Underrepresented
2007.06132,purdue university west lafayette,,unranked,False,Underrepresented
2007.06188,hokkaido university,,unranked,False,Underrepresented
2007.06217,northwestern polytechnical university,,unranked,False,Underrepresented
2007.06348,university of regensburg,,unranked,False,Underrepresented
2007.06505,massachusetts institute of technology,1,top20,True,Privileged
2007.06561,rutgers,,unranked,False,Underrepresented
2007.06619,universidad de los andes,,unranked,False,Underrepresented
2007.07069,beihang university,,unranked,False,Underrepresented
2007.07474,centre national de la recherche scientifique,,unranked,False,Underrepresented
2007.07533,politecnico di torino,,unranked,False,Underrepresented
2007.07656,university of the witwatersrand,,unranked,False,Underrepresented
2007.07785,government of west bengal,,unranked,False,Underrepresented
2007.07954,otto von guericke universität magdeburg,,unranked,False,Underrepresented
2007.07966,university of padua,,unranked,False,Underrepresented
2007.08171,the university of osaka,,unranked,False,Underrepresented
2007.08291,goddard space flight center,,unranked,False,Underrepresented
2007.08299,university of toronto,29,top50,False,Underrepresented
2007.08471,new york university,,unranked,False,Underrepresented
2007.08882,tianjin university,,unranked,False,Underrepresented
2007.08890,university of ljubljana,,unranked,False,Underrepresented
2007.08938,university of cambridge,6,top20,True,Privileged
2007.09008,commissariat à l énergie atomique et aux énergies alternatives,,unranked,False,Underrepresented
2007.09533,university of colorado boulder,,unranked,False,Underrepresented
2007.09596,harbin institute of technology,,unranked,False,Underrepresented
2007.09775,the university of texas at austin,,unranked,False,Underrepresented
2007.09825,peking university,14,top20,True,Privileged
2007.09962,university of siena,,unranked,False,Underrepresented
2007.10003,universidad complutense de madrid,,unranked,False,Underrepresented
2007.10069,indian institute of science education and research pune,,unranked,False,Underrepresented
2007.10314,universitat politècnica de catalunya,,unranked,False,Underrepresented
2007.10368,university of michigan,,unranked,False,Underrepresented
2007.10444,universidade de são paulo,,unranked,False,Underrepresented
2007.10469,,,no_institution,False,Underrepresented
2007.10472,czech academy of sciences,,unranked,False,Underrepresented
2007.10483,university of calgary,,unranked,False,Underrepresented
2007.10583,northwest university,,unranked,False,Underrepresented
2007.10860,sandia national laboratories,,unranked,False,Underrepresented
2007.10922,national and kapodistrian university of athens,,unranked,False,Underrepresented
2007.10933,virginia tech,,unranked,False,Underrepresented
2007.10996,university of copenhagen,,unranked,False,Underrepresented
2007.11114,loughborough university,,unranked,False,Underrepresented
2007.11173,henan university of technology,,unranked,False,Underrepresented
2007.11207,beijing computational science research center,,unranked,False,Underrepresented
2007.11261,university of edinburgh,34,top50,False,Underrepresented
2007.11276,university of milan,,unranked,False,Underrepresented
2007.11535,university of stuttgart,,unranked,False,Underrepresented
2007.11619,balseiro institute,,unranked,False,Underrepresented
2007.12136,chinese university of hong kong,32,top50,False,Underrepresented
2007.12272,mcgill university,27,top50,False,Underrepresented
2007.12611,polytechnic university of bari,,unranked,False,Underrepresented
2007.12624,engineering and physical sciences research council,,unranked,False,Underrepresented
2007.12658,,,no_institution,False,Underrepresented
2007.12955,nagoya university,,unranked,False,Underrepresented
2007.13281,chongqing university,,unranked,False,Underrepresented
2007.13334,istituto nazionale di fisica nucleare,,unranked,False,Underrepresented
2007.13496,university of bonn,,unranked,False,Underrepresented
2007.13557,cardiff university,,unranked,False,Underrepresented
2007.13650,école polytechnique fédérale de lausanne,,unranked,False,Underrepresented
2007.13674,istituto nazionale di fisica nucleare,,unranked,False,Underrepresented
2007.13738,princeton university,25,top50,False,Underrepresented
2007.13777,s n bose national centre for basic sciences,,unranked,False,Underrepresented
2007.14095,max planck institute for biophysical chemistry,,unranked,False,Underrepresented
2007.14151,university of limerick,,unranked,False,Underrepresented
2007.14402,university of bonn,,unranked,False,Underrepresented
2007.14813,uppsala university,,unranked,False,Underrepresented
2007.14925,university of trento,,unranked,False,Underrepresented
2007.14938,beijing university of posts and telecommunications,,unranked,False,Underrepresented
2007.15134,universidad de oviedo,,unranked,False,Underrepresented
2007.15302,kyushu university,,unranked,False,Underrepresented
2007.15324,yonsei university,,unranked,False,Underrepresented
2007.15360,university college london,9,top20,True,Privileged
2007.15525,johns hopkins university,24,top50,False,Underrepresented
2007.15756,carnegie mellon university,,unranked,False,Underrepresented
2007.16062,national technical university of athens,,unranked,False,Underrepresented
2007.16089,university of ottawa,,unranked,False,Underrepresented
2007.16091,princeton university,25,top50,False,Underrepresented
2007.16166,yonsei university,,unranked,False,Underrepresented
2008.00373,burke foundation,,unranked,False,Underrepresented
2008.00690,supélec,,unranked,False,Underrepresented
2008.00705,university of edinburgh,34,top50,False,Underrepresented
2008.00888,university of ljubljana,,unranked,False,Underrepresented
2008.01039,university of waterloo,,unranked,False,Underrepresented
2008.01275,university of california,17,top20,True,Privileged
2008.01280,the university of osaka,,unranked,False,Underrepresented
2008.01371,çanakkale onsekiz mart üniversitesi,,unranked,False,Underrepresented
2008.01599,,,no_institution,False,Underrepresented
2008.01783,queen mary university of london,,unranked,False,Underrepresented
2008.01856,cornell university,16,top20,True,Privileged
2008.01891,adolfo ibáñez university,,unranked,False,Underrepresented
2008.01911,kadir has university,,unranked,False,Underrepresented
2008.02025,university of potsdam,,unranked,False,Underrepresented
2008.02288,eth zurich,7,top20,True,Privileged
2008.02415,northeastern university,,unranked,False,Underrepresented
2008.02529,tohoku university,,unranked,False,Underrepresented
2008.02548,diamond light source,,unranked,False,Underrepresented
2008.02626,nanyang technological university,12,top20,True,Privileged
2008.02665,centre national de la recherche scientifique,,unranked,False,Underrepresented
2008.02713,weizmann institute of science,,unranked,False,Underrepresented
2008.02728,texas a m university,,unranked,False,Underrepresented
2008.02943,planetary science institute,,unranked,False,Underrepresented
2008.03067,,,no_institution,False,Underrepresented
2008.03073,newcastle university,,unranked,False,Underrepresented
2008.03175,nara women s university,,unranked,False,Underrepresented
2008.03179,max planck institute for extraterrestrial physics,,unranked,False,Underrepresented
2008.03241,william mary,,unranked,False,Underrepresented
2008.03259,instituto nacional de pesquisas espaciais,,unranked,False,Underrepresented
2008.03644,university of alberta,,unranked,False,Underrepresented
2008.03792,jamia millia islamia,,unranked,False,Underrepresented
2008.03796,école polytechnique fédérale de lausanne,,unranked,False,Underrepresented
2008.04055,university of vienna,,unranked,False,Underrepresented
2008.04084,lund university,,unranked,False,Underrepresented
2008.04440,southern illinois university carbondale,,unranked,False,Underrepresented
2008.04645,quantalab,,unranked,False,Underrepresented
2008.04710,centre national de la recherche scientifique,,unranked,False,Underrepresented
2008.05097,nanjing university,,unranked,False,Underrepresented
2008.05257,university of stuttgart,,unranked,False,Underrepresented
2008.05322,alexandru ioan cuza university,,unranked,False,Underrepresented
2008.05331,universidade federal do rio de janeiro,,unranked,False,Underrepresented
2008.05386,madrid institute for advanced studies,,unranked,False,Underrepresented
2008.05496,,,no_institution,False,Underrepresented
2008.05593,université de sherbrooke,,unranked,False,Underrepresented
2008.05692,huazhong university of science and technology,,unranked,False,Underrepresented
2008.05944,national cheng kung university,,unranked,False,Underrepresented
2008.05988,,,no_institution,False,Underrepresented
2008.06010,lomonosov moscow state university,,unranked,False,Underrepresented
2008.06466,university of science and technology of china,,unranked,False,Underrepresented
2008.06633,university of toronto,29,top50,False,Underrepresented
2008.07192,polytechnic university of bari,,unranked,False,Underrepresented
2008.07319,,,no_institution,False,Underrepresented
2008.07477,universidad de los andes,,unranked,False,Underrepresented
2008.07540,university of toronto,29,top50,False,Underrepresented
2008.07811,boğaziçi university,,unranked,False,Underrepresented
2008.08107,centre national de la recherche scientifique,,unranked,False,Underrepresented
2008.08464,international center for relativistic astrophysics,,unranked,False,Underrepresented
2008.08472,university of cambridge,6,top20,True,Privileged
2008.08506,university of verona,,unranked,False,Underrepresented
2008.08560,lawrence berkeley national laboratory,,unranked,False,Underrepresented
2008.08787,lviv polytechnic national university,,unranked,False,Underrepresented
2008.09077,university of twente,,unranked,False,Underrepresented
2008.09401,école polytechnique fédérale de lausanne,,unranked,False,Underrepresented
2008.09434,johns hopkins university,24,top50,False,Underrepresented
2008.09658,birla institute of technology and science,,unranked,False,Underrepresented
2008.09831,university of milan,,unranked,False,Underrepresented
2008.10156,virginia tech,,unranked,False,Underrepresented
2008.10326,aarhus university,,unranked,False,Underrepresented
2008.10481,commissariat à l énergie atomique et aux énergies alternatives,,unranked,False,Underrepresented
2008.10573,cyprus institute,,unranked,False,Underrepresented
2008.10590,the ohio state university,,unranked,False,Underrepresented
2008.10692,universidade federal fluminense,,unranked,False,Underrepresented
2008.10701,university of california,17,top20,True,Privileged
2008.10825,indian institute of technology bombay,,unranked,False,Underrepresented
2008.10841,,,no_institution,False,Underrepresented
2008.10874,computer network information center,,unranked,False,Underrepresented
2008.11087,baidu china,,unranked,False,Underrepresented
2008.11181,national institute of standards and technology,,unranked,False,Underrepresented
2008.11183,,,no_institution,False,Underrepresented
2008.11270,stanford university,3,top20,True,Privileged
2008.11402,,,no_institution,False,Underrepresented
2008.11640,,,no_institution,False,Underrepresented
2008.11992,institute of photonic sciences,,unranked,False,Underrepresented
2008.12120,centre national de la recherche scientifique,,unranked,False,Underrepresented
2008.12157,stony brook university,,unranked,False,Underrepresented
2008.12168,rutgers,,unranked,False,Underrepresented
2008.12290,california institute of technology,10,top20,True,Privileged
2008.12301,university of science and technology of china,,unranked,False,Underrepresented
2008.12425,nanyang technological university,12,top20,True,Privileged
2008.12558,donghua university,,unranked,False,Underrepresented
2008.12649,massachusetts institute of technology,1,top20,True,Privileged
2008.13022,george washington university,,unranked,False,Underrepresented
2008.13100,,,no_institution,False,Underrepresented
2008.13119,friedrich alexander universität erlangen nürnberg,,unranked,False,Underrepresented
2008.13210,università della svizzera italiana,,unranked,False,Underrepresented
2008.13234,georgia institute of technology,,unranked,False,Underrepresented
2008.13242,university of warwick,,unranked,False,Underrepresented
2008.13296,university of central florida,,unranked,False,Underrepresented
2008.13329,kla united states,,unranked,False,Underrepresented
2008.13333,princeton university,25,top50,False,Underrepresented
2008.13606,bogolyubov institute for theoretical physics,,unranked,False,Underrepresented
2008.13709,politecnico di milano,,unranked,False,Underrepresented
2008.13722,yale university,21,top50,False,Underrepresented
2009.00102,,,no_institution,False,Underrepresented
2009.00191,university of maryland,,unranked,False,Underrepresented
2009.00321,university of toronto,29,top50,False,Underrepresented
2009.00368,,,no_institution,False,Underrepresented
2009.00412,university of leeds,,unranked,False,Underrepresented
2009.00838,kyoto university,,unranked,False,Underrepresented
2009.00889,lomonosov moscow state university,,unranked,False,Underrepresented
2009.00945,information technologies institute,,unranked,False,Underrepresented
2009.01085,pennsylvania state university,,unranked,False,Underrepresented
2009.01160,university of groningen,,unranked,False,Underrepresented
2009.01169,institute for complex systems,,unranked,False,Underrepresented
2009.01197,universidade federal da bahia,,unranked,False,Underrepresented
2009.01513,leibniz university hannover,,unranked,False,Underrepresented
2009.01531,consejo superior de investigaciones científicas,,unranked,False,Underrepresented
2009.01642,university of maryland,,unranked,False,Underrepresented
2009.01664,deutsches zentrum für luft und raumfahrt e v dlr,,unranked,False,Underrepresented
2009.01833,harish chandra research institute,,unranked,False,Underrepresented
2009.01915,university of washington,,unranked,False,Underrepresented
2009.01958,joint institute for laboratory astrophysics,,unranked,False,Underrepresented
2009.01970,pennsylvania state university,,unranked,False,Underrepresented
2009.02044,tu wien,,unranked,False,Underrepresented
2009.02062,commonwealth scientific and industrial research organisation,,unranked,False,Underrepresented
2009.02261,university of manchester,35,top50,False,Underrepresented
2009.02299,eötvös loránd university,,unranked,False,Underrepresented
2009.02308,durham university,,unranked,False,Underrepresented
2009.02820,university of oxford,4,top20,True,Privileged
2009.02848,national research tomsk state university,,unranked,False,Underrepresented
2009.02987,university of tsukuba,,unranked,False,Underrepresented
2009.03059,goethe university frankfurt,,unranked,False,Underrepresented
2009.03126,university of sussex,,unranked,False,Underrepresented
2009.03370,moscow state institute of electronics and mathematics,,unranked,False,Underrepresented
2009.03445,universidade presbiteriana mackenzie,,unranked,False,Underrepresented
2009.03624,heidelberg university,,unranked,False,Underrepresented
2009.03661,skolkovo institute of science and technology,,unranked,False,Underrepresented
2009.03699,queensland university of technology,,unranked,False,Underrepresented
2009.04039,bishop s university,,unranked,False,Underrepresented
2009.04105,stanford medicine,,unranked,False,Underrepresented
2009.04279,heinrich heine university düsseldorf,,unranked,False,Underrepresented
2009.04688,australian national university,32,top50,False,Underrepresented
2009.04699,,,no_institution,False,Underrepresented
2009.04747,statistics sweden,,unranked,False,Underrepresented
2009.04870,wuhan university,,unranked,False,Underrepresented
2009.04878,university of florence,,unranked,False,Underrepresented
2009.05006,istituto nazionale di fisica nucleare,,unranked,False,Underrepresented
2009.05017,université de montpellier,,unranked,False,Underrepresented
2009.05165,virginia tech,,unranked,False,Underrepresented
2009.05342,,,no_institution,False,Underrepresented
2009.05352,swansea university,,unranked,False,Underrepresented
2009.05457,queen mary university of london,,unranked,False,Underrepresented
2009.05874,,,no_institution,False,Underrepresented
2009.05987,physical research laboratory,,unranked,False,Underrepresented
2009.06032,university of freiburg,,unranked,False,Underrepresented
2009.06151,universidad nacional de córdoba,,unranked,False,Underrepresented
2009.06362,university of oxford,4,top20,True,Privileged
2009.06628,iowa state university,,unranked,False,Underrepresented
2009.06731,peking university,14,top20,True,Privileged
2009.06832,laboratoire de mathématiques de bretagne atlantique,,unranked,False,Underrepresented
2009.06833,national institute of standards and technology,,unranked,False,Underrepresented
2009.06950,st petersburg university,,unranked,False,Underrepresented
2009.06973,university of cambridge,6,top20,True,Privileged
2009.07122,roma tre university,,unranked,False,Underrepresented
2009.07155,deutsches zentrum für luft und raumfahrt e v dlr,,unranked,False,Underrepresented
2009.07231,russian quantum center,,unranked,False,Underrepresented
2009.07599,economica,,unranked,False,Underrepresented
2009.07686,instituto de física fundamental,,unranked,False,Underrepresented
2009.07727,university of luxembourg,,unranked,False,Underrepresented
2009.07736,rwth aachen university,,unranked,False,Underrepresented
2009.07974,george washington university,,unranked,False,Underrepresented
2009.08036,chinese academy of sciences,,unranked,False,Underrepresented
2009.08042,qufu normal university,,unranked,False,Underrepresented
2009.08075,beijing normal university,,unranked,False,Underrepresented
2009.08176,polytech lille,,unranked,False,Underrepresented
2009.08195,ningbo university,,unranked,False,Underrepresented
2009.08409,west virginia university,,unranked,False,Underrepresented
2009.08483,university of sussex,,unranked,False,Underrepresented
2009.08491,vancouver coastal health,,unranked,False,Underrepresented
2009.08544,northwestern university,,unranked,False,Underrepresented
2009.08722,university of salerno,,unranked,False,Underrepresented
2009.08879,eindhoven university of technology,,unranked,False,Underrepresented
2009.08944,école polytechnique fédérale de lausanne,,unranked,False,Underrepresented
2009.09651,st petersburg university,,unranked,False,Underrepresented
2009.10099,harvard university,5,top20,True,Privileged
2009.10368,northwest university,,unranked,False,Underrepresented
2009.10535,st norbert college,,unranked,False,Underrepresented
2009.10715,instituto de astrofísica de andalucía,,unranked,False,Underrepresented
2009.10821,university of southern denmark,,unranked,False,Underrepresented
2009.10914,slac national accelerator laboratory,,unranked,False,Underrepresented
2009.10925,national astronomical observatory of japan,,unranked,False,Underrepresented
2009.10928,university of buenos aires,,unranked,False,Underrepresented
2009.10995,nanjing university,,unranked,False,Underrepresented
2009.11021,national cheng kung university,,unranked,False,Underrepresented
2009.11097,institut superieur de l aeronautique et de l espace isae supaero,,unranked,False,Underrepresented
2009.11419,university of hong kong,11,top20,True,Privileged
2009.11454,ntt basic research laboratories,,unranked,False,Underrepresented
2009.11737,roli united kingdom,,unranked,False,Underrepresented
2009.11759,salk institute for biological studies,,unranked,False,Underrepresented
2009.11783,,,no_institution,False,Underrepresented
2009.11826,université paris saclay,,unranked,False,Underrepresented
2009.11885,carl von ossietzky universität oldenburg,,unranked,False,Underrepresented
2009.12067,fukuoka institute of technology,,unranked,False,Underrepresented
2009.12108,university of concepción,,unranked,False,Underrepresented
2009.12846,institute of theoretical physics,,unranked,False,Underrepresented
2009.13089,california state university,,unranked,False,Underrepresented
2009.13099,university of graz,,unranked,False,Underrepresented
2009.13107,centre national de la recherche scientifique,,unranked,False,Underrepresented
2009.13212,princeton university,25,top50,False,Underrepresented
2009.13445,shenzhen university,,unranked,False,Underrepresented
2009.13489,university of california,17,top20,True,Privileged
2009.13547,jan kochanowski university,,unranked,False,Underrepresented
2009.13572,university of wisconsin madison,,unranked,False,Underrepresented
2009.13581,university of alberta,,unranked,False,Underrepresented
2009.13722,universidad de san carlos de guatemala,,unranked,False,Underrepresented
2009.13785,nagoya university,,unranked,False,Underrepresented
2009.14028,eth zurich,7,top20,True,Privileged
2009.14057,massachusetts institute of technology,1,top20,True,Privileged
2009.14065,university of wrocław,,unranked,False,Underrepresented
2009.14213,cornell university,16,top20,True,Privileged
2009.14528,university of geneva,,unranked,False,Underrepresented
2009.14678,pontificia universidad católica de valparaíso,,unranked,False,Underrepresented
2010.00164,george mason university,,unranked,False,Underrepresented
2010.00351,gwangju institute of science and technology,,unranked,False,Underrepresented
2010.00354,philipps university of marburg,,unranked,False,Underrepresented
2010.00573,,,no_institution,False,Underrepresented
2010.00807,tohoku university,,unranked,False,Underrepresented
2010.00976,collegio carlo alberto,,unranked,False,Underrepresented
2010.00991,university of north carolina at chapel hill,,unranked,False,Underrepresented
2010.01067,film independent,,unranked,False,Underrepresented
2010.01606,university of concepción,,unranked,False,Underrepresented
2010.01789,university of turku,,unranked,False,Underrepresented
2010.01812,chongqing university,,unranked,False,Underrepresented
2010.01945,universität innsbruck,,unranked,False,Underrepresented
2010.01991,imperial college london,2,top20,True,Privileged
2010.02039,university of technology sydney,,unranked,False,Underrepresented
2010.02080,northeastern university,,unranked,False,Underrepresented
2010.02136,king s college london,31,top50,False,Underrepresented
2010.02220,cerro tololo inter american observatory,,unranked,False,Underrepresented
2010.02314,the university of texas rio grande valley,,unranked,False,Underrepresented
2010.02499,argonne national laboratory,,unranked,False,Underrepresented
2010.02621,nec japan,,unranked,False,Underrepresented
2010.02691,rwth aachen university,,unranked,False,Underrepresented
2010.02783,sapienza university of rome,,unranked,False,Underrepresented
2010.02980,max planck institute for physics,,unranked,False,Underrepresented
2010.03136,,,no_institution,False,Underrepresented
2010.03218,university of konstanz,,unranked,False,Underrepresented
2010.03280,masaryk university,,unranked,False,Underrepresented
2010.03368,university of illinois urbana champaign,,unranked,False,Underrepresented
2010.03394,university of wrocław,,unranked,False,Underrepresented
2010.03511,,,no_institution,False,Underrepresented
2010.03571,lawrence berkeley national laboratory,,unranked,False,Underrepresented
2010.04286,florida international university,,unranked,False,Underrepresented
2010.04340,university of massachusetts dartmouth,,unranked,False,Underrepresented
2010.04560,qatar university,,unranked,False,Underrepresented
2010.04584,universidade federal de são paulo,,unranked,False,Underrepresented
2010.05055,concordia university,,unranked,False,Underrepresented
2010.05795,armagh observatory planetarium,,unranked,False,Underrepresented
2010.05816,birla institute of technology and science,,unranked,False,Underrepresented
2010.05841,heidelberg university,,unranked,False,Underrepresented
2010.05916,shanghai jiao tong university,,unranked,False,Underrepresented
2010.05937,uclouvain,,unranked,False,Underrepresented
2010.05945,raman research institute,,unranked,False,Underrepresented
2010.06019,university of california,17,top20,True,Privileged
2010.06074,monash university,36,top50,False,Underrepresented
2010.06199,university of wuppertal,,unranked,False,Underrepresented
2010.06329,southeast university,,unranked,False,Underrepresented
2010.06646,university of toronto,29,top50,False,Underrepresented
2010.06670,los alamos national laboratory,,unranked,False,Underrepresented
2010.06766,joint institute for nuclear astrophysics,,unranked,False,Underrepresented
2010.06776,tiangong university,,unranked,False,Underrepresented
2010.06875,university of copenhagen,,unranked,False,Underrepresented
2010.06896,xi an jiaotong university,,unranked,False,Underrepresented
2010.06928,centro de astrobiología,,unranked,False,Underrepresented
2010.07000,bulgarian academy of sciences,,unranked,False,Underrepresented
2010.07118,national institute for materials science,,unranked,False,Underrepresented
2010.07323,aarhus university,,unranked,False,Underrepresented
2010.07558,ben gurion university of the negev,,unranked,False,Underrepresented
2010.07892,northeastern university,,unranked,False,Underrepresented
2010.08171,tohoku university,,unranked,False,Underrepresented
2010.08290,bilkent university,,unranked,False,Underrepresented
2010.08305,chinese university of hong kong,32,top50,False,Underrepresented
2010.08308,ashoka university,,unranked,False,Underrepresented
2010.08335,bilkent university,,unranked,False,Underrepresented
2010.08375,centre national de la recherche scientifique,,unranked,False,Underrepresented
2010.08572,imperial college london,2,top20,True,Privileged
2010.08635,universidade federal de viçosa,,unranked,False,Underrepresented
2010.08921,the university of texas at el paso,,unranked,False,Underrepresented
2010.09017,,,no_institution,False,Underrepresented
2010.09210,tokyo university of science,,unranked,False,Underrepresented
2010.09213,ritsumeikan university,,unranked,False,Underrepresented
2010.09240,hong kong university of science and technology,,unranked,False,Underrepresented
2010.09559,reykjavík university,,unranked,False,Underrepresented
2010.09735,joint institute for laboratory astrophysics,,unranked,False,Underrepresented
2010.09742,harvard university,5,top20,True,Privileged
2010.09859,eth zurich,7,top20,True,Privileged
2010.10007,national university of singapore,8,top20,True,Privileged
2010.10213,guangdong technion israel institute of technology,,unranked,False,Underrepresented
2010.10299,cornell university,16,top20,True,Privileged
2010.10422,british university in egypt,,unranked,False,Underrepresented
2010.10424,universidade de santiago de compostela,,unranked,False,Underrepresented
2010.10617,national research university higher school of economics,,unranked,False,Underrepresented
2010.10795,herzen university,,unranked,False,Underrepresented
2010.11059,peking university,14,top20,True,Privileged
2010.11121,friedrich alexander universität erlangen nürnberg,,unranked,False,Underrepresented
2010.11281,école polytechnique fédérale de lausanne,,unranked,False,Underrepresented
2010.11880,national university of singapore,8,top20,True,Privileged
2010.12119,lawrence berkeley national laboratory,,unranked,False,Underrepresented
2010.12241,university of st andrews,,unranked,False,Underrepresented
2010.12244,centre national de la recherche scientifique,,unranked,False,Underrepresented
2010.12259,centrum wiskunde informatica,,unranked,False,Underrepresented
2010.12419,university of stuttgart,,unranked,False,Underrepresented
2010.12466,commissariat à l énergie atomique et aux énergies alternatives,,unranked,False,Underrepresented
2010.12584,centre national de la recherche scientifique,,unranked,False,Underrepresented
2010.12657,university of cambridge,6,top20,True,Privileged
2010.12971,consejo superior de investigaciones científicas,,unranked,False,Underrepresented
2010.13089,instituto nacional de matemática pura e aplicada,,unranked,False,Underrepresented
2010.13090,far eastern branch of the russian academy of sciences,,unranked,False,Underrepresented
2010.13481,seoul national university of science and technology,,unranked,False,Underrepresented
2010.13789,university of surrey,,unranked,False,Underrepresented
2010.13838,universidad nacional autónoma de méxico,,unranked,False,Underrepresented
2010.13865,university of stuttgart,,unranked,False,Underrepresented
2010.14295,brera astronomical observatory,,unranked,False,Underrepresented
2010.14348,national academy of sciences of belarus,,unranked,False,Underrepresented
2010.14458,universidad de salamanca,,unranked,False,Underrepresented
2010.14531,delft university of technology,,unranked,False,Underrepresented
2010.14966,the university of tokyo,,unranked,False,Underrepresented
2010.15042,texas tech university,,unranked,False,Underrepresented
2010.15179,university of copenhagen,,unranked,False,Underrepresented
2010.15449,centre national de la recherche scientifique,,unranked,False,Underrepresented
2010.15914,queen s university,,unranked,False,Underrepresented
2010.15992,university of california,17,top20,True,Privileged
2010.16028,seoul national university,,unranked,False,Underrepresented
2010.16079,national research tomsk state university,,unranked,False,Underrepresented
2010.16293,nagoya university,,unranked,False,Underrepresented
2011.00231,university of vienna,,unranked,False,Underrepresented
2011.00252,imperial college london,2,top20,True,Privileged
2011.00645,lawrence livermore national laboratory,,unranked,False,Underrepresented
2011.00736,universidade federal de santa maria,,unranked,False,Underrepresented
2011.00793,kyungpook national university,,unranked,False,Underrepresented
2011.01001,goethe university frankfurt,,unranked,False,Underrepresented
2011.01012,university of luxembourg,,unranked,False,Underrepresented
2011.01235,heidelberg university,,unranked,False,Underrepresented
2011.01499,kyoto university,,unranked,False,Underrepresented
2011.01544,gunma university,,unranked,False,Underrepresented
2011.01664,sichuan university,,unranked,False,Underrepresented
2011.01666,uppsala university,,unranked,False,Underrepresented
2011.01807,,,no_institution,False,Underrepresented
2011.02002,université libre de bruxelles,,unranked,False,Underrepresented
2011.02007,,,no_institution,False,Underrepresented
2011.02105,gsi helmholtz centre for heavy ion research,,unranked,False,Underrepresented
2011.02280,institute for advanced study,,unranked,False,Underrepresented
2011.02437,london centre for nanotechnology,,unranked,False,Underrepresented
2011.02487,fermi national accelerator laboratory,,unranked,False,Underrepresented
2011.02656,,,no_institution,False,Underrepresented
2011.02678,amazon united states,,unranked,False,Underrepresented
2011.03069,perimeter institute,,unranked,False,Underrepresented
2011.03137,university of delaware,,unranked,False,Underrepresented
2011.03267,astrakhan tatischev state university,,unranked,False,Underrepresented
2011.03419,astrazeneca sweden,,unranked,False,Underrepresented
2011.03455,universitat autònoma de barcelona,,unranked,False,Underrepresented
2011.03565,massachusetts institute of technology,1,top20,True,Privileged
2011.03612,beihang university,,unranked,False,Underrepresented
