query_arxiv_id,rank,score,doc_arxiv_id,top_uni,relevant
1002.4743,80,0.8101196885108948,1509.00265,False,False
1002.4743,81,0.8095393776893616,0712.1168,False,False
1002.4743,82,0.8093546032905579,physics/0005084,False,False
1002.4743,83,0.8093448877334595,1509.04876,False,False
1002.4743,84,0.8091784715652466,math-ph/0406041,False,False
1002.4743,85,0.8088276386260986,nlin/0608022,False,True
1002.4743,86,0.8087339997291565,1911.01642,False,False
1002.4743,87,0.8085633516311646,nucl-th/9704044,False,False
1002.4743,88,0.8083993196487427,physics/0312090,False,True
1002.4743,89,0.8082055449485779,1803.05949,False,True
1002.4743,90,0.8081668019294739,nucl-th/0503055,False,False
1002.4743,91,0.8080266118049622,2410.06616,False,True
1002.4743,92,0.8077776432037354,chem-ph/9403004,False,False
1002.4743,93,0.8073948621749878,1812.10756,False,False
1002.4743,94,0.8071491718292236,nlin/0312058,False,False
1002.4743,95,0.8070642352104187,1203.4824,False,True
1002.4743,96,0.8064277172088623,cond-mat/0307729,False,False
1002.4743,97,0.8062729835510254,1001.0973,False,False
1002.4743,98,0.8062121272087097,0801.3793,False,False
1002.4743,99,0.8061659336090088,hep-ph/0505182,False,False
1002.4743,100,0.8061440587043762,2306.08886,False,False
1006.1997,1,0.8903019428253174,1307.3750,False,True
1006.1997,2,0.878655195236206,2512.05891,False,True
1006.1997,3,0.8751435279846191,1608.02223,False,False
1006.1997,4,0.8729391098022461,1005.1423,False,False
1006.1997,5,0.8703345060348511,1005.1949,False,True
1006.1997,6,0.869151771068573,1402.5499,False,False
1006.1997,7,0.8689258098602295,1112.1429,False,False
1006.1997,8,0.8685050010681152,1407.8519,False,False
1006.1997,9,0.8678808212280273,1606.08517,False,False
1006.1997,10,0.8678098917007446,1409.2249,False,False
1006.1997,11,0.8676712512969971,2201.06491,False,True
1006.1997,12,0.8675625324249268,math/0612823,False,True
1006.1997,13,0.8669894933700562,1601.00946,False,False
1006.1997,14,0.8665841221809387,2006.02025,False,True
1006.1997,15,0.8662931323051453,1403.2841,False,False
1006.1997,16,0.8655906915664673,1511.08451,False,False
1006.1997,17,0.8652850389480591,2203.03530,False,False
1006.1997,18,0.8643979430198669,1308.3022,False,False
1006.1997,19,0.864190936088562,2112.00524,False,True
1006.1997,20,0.8636239171028137,math/0610567,False,True
1006.1997,21,0.8635528683662415,1512.04513,False,True
1006.1997,22,0.8630325198173523,1203.5800,False,False
1006.1997,23,0.8628883361816406,0808.3646,False,False
1006.1997,24,0.8622637987136841,2401.15446,False,False
1006.1997,25,0.8620754480361938,1907.04856,False,False
1006.1997,26,0.861668586730957,1910.03050,False,False
1006.1997,27,0.8610450029373169,1809.05569,False,True
1006.1997,28,0.8609182834625244,1910.01159,False,False
1006.1997,29,0.8597888946533203,2112.04844,False,False
1006.1997,30,0.8594125509262085,1502.06637,False,False
1006.1997,31,0.858680248260498,1710.01424,False,True
1006.1997,32,0.8586623668670654,1106.4623,False,False
1006.1997,33,0.8585296869277954,math/0502127,False,False
1006.1997,34,0.8580998182296753,1708.09565,False,True
1006.1997,35,0.8580740690231323,1010.4349,False,True
1006.1997,36,0.8580390810966492,2407.15830,False,False
1006.1997,37,0.8578289151191711,2008.06010,False,False
1006.1997,38,0.8578025102615356,1810.13126,False,False
1006.1997,39,0.8577830791473389,1001.4001,False,False
1006.1997,40,0.8576636910438538,math/9805061,False,True
1006.1997,41,0.8571857213973999,2005.10653,False,True
1006.1997,42,0.8567836880683899,1907.07372,False,False
1006.1997,43,0.8567444682121277,1210.6087,False,True
1006.1997,44,0.8566847443580627,1007.4431,False,False
1006.1997,45,0.8566146492958069,2409.17797,False,False
1006.1997,46,0.8564888834953308,0709.0096,False,False
1006.1997,47,0.8564633131027222,1701.04867,False,False
1006.1997,48,0.8563276529312134,1103.2610,False,True
1006.1997,49,0.8562582731246948,2507.22138,False,False
1006.1997,50,0.8562145233154297,2208.11504,False,True
1006.1997,51,0.8555616140365601,2011.08394,False,False
1006.1997,52,0.855492115020752,math/0104151,False,True
1006.1997,53,0.8554792404174805,1902.09180,False,True
1006.1997,54,0.855067789554596,2605.23849,False,True
1006.1997,55,0.8550499677658081,0708.1661,False,False
1006.1997,56,0.8545048832893372,math/0702861,False,False
1006.1997,57,0.8543387651443481,0901.2442,False,False
1006.1997,58,0.8542493581771851,2602.17253,False,True
1006.1997,59,0.8542483448982239,quant-ph/0610009,False,False
1006.1997,60,0.8542068600654602,1008.1311,False,False
1006.1997,61,0.8538702130317688,1609.08322,False,False
1006.1997,62,0.8536943197250366,2602.02423,False,False
1006.1997,63,0.8536227941513062,0912.2291,False,True
1006.1997,64,0.8533347249031067,1912.08109,False,False
1006.1997,65,0.853101372718811,math/0402121,False,False
1006.1997,66,0.852658748626709,2106.10308,False,False
1006.1997,67,0.8526325225830078,2203.16391,False,True
1006.1997,68,0.8522434830665588,2602.08748,False,False
1006.1997,69,0.8520565032958984,2504.08107,False,False
1006.1997,70,0.8517842292785645,1911.12799,False,False
